title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Victoria's Secret: Angels and Demons",tv,Documentary,2022,tt19784922,6.3,893,US
Galácticos,tv,"Documentary, Sport",2021,tt15186162,6.9,172,US
Bloods,tv,Comedy,2021,tt11898696,6.8,1947,US
,tv,"Animation, Kids",2021,,,,JP
,tv,Drama,2021,,,,JP
"Biography: WWE Legends",tv,"Biography, Documentary, Sport",2021,tt14403784,8.4,899,US
,tv,Drama,2021,,,,JP
,tv,"Drama, Mystery",2021,,,,JP
"Spy x Family",tv,"Action, Animation, Comedy",2022,tt13706018,8.3,44147,"JP, US"
Infuruensu,tv,Drama,2021,tt14285978,7.5,86,JP
"The Greatest Demon Lord Is Reborn as a Typical Nobody",tv,"Action, Adventure, Animation",2022,tt15447890,6.2,1585,JP
"The Legend of Heroes: Trails of Cold Steel - Northern War",tv,"Action, Adventure, Animation",2023,tt14206996,6.1,106,JP
"Say Hello to Black Jack",tv,Drama,2003,tt2377356,4.6,23,JP
,tv,,2020,,,,JP
,tv,Drama,2021,,,,JP
Smother,tv,"Crime, Drama, Mystery",2021,tt11719808,6.6,2301,JP
"Irina: The Vampire Cosmonaut",tv,"Animation, Drama, Fantasy",2021,tt14264160,6.6,411,JP
Mieruko-chan,tv,"Animation, Comedy, Fantasy",2021,tt14271890,7.1,2709,JP
"Scarlet Nexus",tv,"Action, Animation, Sci-Fi",2021,tt14271876,5.7,265,JP
"Sushi Sumo",tv,Animation,2021,tt14821326,,,JP
"Rock Solid Builds",tv,Reality-TV,2021,tt14494456,8.8,97,US
,tv,"Comedy, Drama",2021,,,,JP
"Koala Man",tv,"Action, Adventure, Animation",2023,tt14307470,6.7,2131,US
,tv,Drama,2021,,,,JP
"Takt Op. Destiny",tv,"Action, Adventure, Animation",2021,tt14935960,6.8,2193,JP
"Battle Spirits: Shounen Gekiha Dan",tv,"Action, Adventure, Animation",2009,tt27028526,5.4,10,JP
,tv,Drama,2021,,,,JP
"Towako Omameda and Her Three Ex-husbands",tv,Comedy,2021,tt15061408,7.7,485,JP
,tv,"Comedy, Drama",2021,,,,JP
"Life's Punchline",tv,"Comedy, Drama",2021,tt15073094,7.8,554,JP
"Muteking the Dancing Hero",tv,"Animation, Comedy, Musical",2021,tt14338604,5.6,11,JP
"The Case Study of Vanitas",tv,"Animation, Fantasy, Horror",2021,tt14641098,7.6,2894,US
"Santa Evita",tv,"Biography, Drama",2022,tt11563256,6.8,1025,US
"The Dropout",tv,"Biography, Drama",2022,tt10166622,7.5,38121,US
"Stove Tots",tv,Reality-TV,2017,tt7682310,7,15,US
"Your Garden Made Perfect",tv,Reality-TV,2021,tt13873390,7.4,79,US
Pride,tv,"Documentary, History",2021,tt8682114,7.3,551,US
"CSI: Vegas",tv,"Crime, Drama, Mystery",2021,tt12887536,7.4,10260,JP
"Liar Liar",tv,"Animation, Comedy, Drama",2023,tt28100910,5.8,447,JP
,tv,Drama,2021,,,,JP
,tv,Drama,2021,,,,JP
,tv,"Action & Adventure",2021,,,,JP
"Janet Jackson.",tv,"Biography, Documentary",2022,tt14171256,7.7,1487,US
,tv,"Reality, Documentary",2018,,,,US
"Fuuto PI",tv,"Action, Adventure, Animation",2022,tt14377292,6.8,263,JP
"Obey Me!",tv,"Animation, Comedy, Fantasy",2021,tt15077804,6.5,119,JP
"On the Banks of the River",tv,Drama,2021,tt14376890,,,JP
,tv,,2021,,,,JP
,tv,Drama,2021,,,,JP
"Girl Gun Lady",tv,Action,2021,tt14405166,6.9,64,JP
"Sorokatsu joshi no susume",tv,Romance,2021,tt14180772,7.1,31,JP
,tv,Comedy,2021,,,,JP
"WWE's Most Wanted Treasures",tv,Reality-TV,2021,tt12821318,7.4,397,US
"Dance Dance Danseur",tv,"Animation, Comedy, Drama",2022,tt15391190,7.6,287,JP
"Saikô no obahan Nakajima Haruko",tv,Drama,2021,tt14433820,6.5,8,JP
Nemesis,tv,"Comedy, Crime, Mystery",2021,tt14444722,6.3,42,JP
"So I Married My Anti-Fan",tv,"Comedy, Music, Romance",2021,tt14518610,7.2,2331,US
"Greta Thunberg: A Year to Change the World",tv,Documentary,2021,tt11891770,5.4,641,US
,tv,Drama,2020,,,,JP
"My Dress-Up Darling",tv,"Animation, Comedy, Romance",2022,tt15765670,8,16088,JP
,tv,"Drama, Crime",2021,,,,JP
"The Great Jahy Will Not Be Defeated!",tv,"Animation, Comedy, Fantasy",2021,tt14470072,6.7,521,JP
,tv,Reality,2021,,,,US
,tv,Drama,2021,,,,JP
,tv,"Drama, Mystery",2021,,,,JP
"Jimoto ni kaerenai wake-ari danshi no 14 no jijô",tv,Drama,2021,tt14478362,,,JP
,tv,"Mystery, Drama, Family",2021,,,,JP
"Skeleton Knight in Another World",tv,"Action, Adventure, Animation",2022,tt14476236,7,2025,JP
"Link Click",tv,"Animation, Crime, Drama",2021,tt14976292,8.5,4588,JP
,tv,"Mystery, Comedy",2021,,,,JP
,tv,Drama,2021,,,,JP
"Mukô no hate",tv,Drama,2021,tt14650246,7,9,JP
,tv,Drama,2019,,,,JP
,tv,Comedy,,,,,JP
,tv,"Drama, Comedy, Documentary",2021,,,,JP
,tv,"Comedy, Drama",2021,,,,JP
,tv,Drama,2021,,,,JP
"Deaimon: Recipe for Happiness",tv,"Animation, Comedy, Drama",2022,tt14489130,7.1,298,JP
A3,tv,Drama,2021,tt11418444,8.6,12,US
Anna,tv,"Adventure, Drama, Horror",2021,tt11199132,7,1009,JP
,tv,Drama,2021,,,,JP
"How I Met Your Father",tv,"Comedy, Drama",2022,tt14500082,5.7,27009,US
"Akahana no sensei",tv,Drama,2009,tt1491639,6.7,11,JP
"NCIS: Hawai'i",tv,"Action, Adventure, Crime",2021,tt14218674,6.8,10366,JP
HouseBroken,tv,"Animation, Comedy",2021,tt9610166,6.4,2120,US
"The Dawn of the Witch",tv,"Action, Adventure, Animation",2022,tt15766292,5.8,433,JP
"Sonny Boy",tv,"Animation, Drama, Mystery",2021,tt14642342,7.6,2153,"JP, US"
,tv,"Drama, Family, Sci-Fi & Fantasy",2021,,,,JP
"Shefu wa meitantei",tv,Crime,2021,tt14180740,6.6,69,JP
,tv,Drama,1994,,,,JP
"180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?",tv,"Animation, Comedy",2021,tt15128000,4.9,59,JP
"The King of TV",tv,"Biography, Drama",2022,tt15451730,7.5,599,US
,tv,,2020,,,,JP
,tv,Drama,1982,,,,JP
"Gekijouban Yowamushi pedaru",tv,"Animation, Comedy, Romance",2015,tt4982154,6.7,156,JP
"Pro Golfer Hana",tv,Drama,2010,tt1685411,,,JP
,tv,Drama,2010,,,,JP
"The Cleaning Lady",tv,"Crime, Drama, Thriller",2022,tt11188682,7,11141,US
"The Unusual Suspects",tv,"Comedy, Crime, Drama",2021,tt9270752,6.9,1301,US
"Crime Scene Kitchen",tv,Reality-TV,2021,tt14409846,7.6,721,US
"Himawari Miyazaki rejendo",tv,Drama,2020,tt19433134,,,JP
,tv,"Action & Adventure, Animation, Comedy, Kids",2010,,,,JP
,tv,Crime,2018,,,,JP
,tv,,,,,,US
Blippi,tv,Family,2014,tt6594882,5.9,649,US
"Abbott Elementary",tv,Comedy,2021,tt14218830,8.2,38322,US
,tv,"Action & Adventure, Sci-Fi & Fantasy, Animation",1994,,,,JP
"The Titans That Built America",tv,"Documentary, Drama",2021,tt14357532,8.1,367,US
,tv,"Animation, Sci-Fi & Fantasy, Action & Adventure",2013,,,,JP
,tv,Drama,2021,,,,JP
"9/11: One Day in America",tv,"Documentary, History",2021,tt14734548,9.3,4900,US
Aoashi,tv,"Animation, Comedy, Drama",2022,tt15792808,8.1,3261,JP
"Rookie Cops",tv,"Drama, Romance",2022,tt17473062,7.5,1256,US
Moving,tv,"Action, Adventure, Fantasy",2023,tt24640580,8.4,11930,US
"How to Be a Carioca",tv,Comedy,2023,tt2401193,7.8,182,US
Dinosaur,tv,Comedy,2024,tt31064044,7.3,645,US
Vanda,tv,"Crime, Drama",2022,tt15316232,7.1,132,US
"Welcome to Wrexham",tv,"Documentary, Sport",2022,tt14674086,8.3,22123,US
"Police in a Pod",tv,"Comedy, Crime, Drama",2021,tt15445538,7.3,272,JP
"Boku no satsui ga koi wo shita",tv,Comedy,2021,tt15157382,6.5,34,JP
"The Choe Show",tv,Talk-Show,2021,tt14535092,8.3,572,US
"Ringo: Glory and Death",tv,"Biography, Drama, Sport",2023,tt15657662,6.8,325,US
"Solo Leveling",tv,"Action, Adventure, Animation",2024,tt21209876,8.3,31326,JP
"Sasaki and Miyano",tv,"Animation, Comedy, Drama",2022,tt14980764,7.7,1966,JP
4400,tv,"Drama, Sci-Fi",2021,tt9319770,3.9,5185,JP
,tv,,2021,,,,US
"Uncle from Another World",tv,"Adventure, Animation, Comedy",2022,tt15219320,7.3,2680,JP
Rurangi,tv,Drama,2020,tt11177950,7,251,US
"McCartney 3,2,1",tv,"Biography, Documentary, Music",2021,tt13679628,8.7,3647,US
"Terapia Alternativa",tv,"Comedy, Drama",2021,tt15350022,6.4,383,US
"Class of '09",tv,"Crime, Drama, Thriller",2023,tt14903834,6.6,6861,US
,tv,"Crime, Drama, Family",2009,,,,JP
"Monster Fish",tv,Documentary,2009,tt2017931,6.8,209,JP
"Pikwik Pack",tv,Animation,2020,tt13315378,8.4,75,US
"Under the Banner of Heaven",tv,"Crime, Drama, Mystery",2022,tt1998372,7.5,37076,US
"Itaike ni koishite",tv,"Comedy, Romance",2021,tt14966548,,,JP
"Tokyo MER",tv,Drama,2021,tt14952948,7.8,145,JP
,tv,"Comedy, Drama",2021,,,,JP
,tv,"Drama, Family",2021,,,,JP
,tv,Drama,2017,,,,JP
"The One in Charge",tv,"Comedy, Drama, Mystery",2022,tt14362262,8.1,5523,US
Planners,tv,"Comedy, Drama",2023,tt15657520,5.6,155,US
"Biography: KISStory",tv,"Documentary, Music",2021,tt14547008,7.6,458,US
"Pancho Villa: The Centaur of the North",tv,"Action, Adventure, Biography",2023,tt15657464,7.2,341,US
"Promise Cinderella",tv,"Family, Romance",2021,tt15433164,6.7,74,JP
,tv,,2016,,,,JP
,tv,"Drama, Crime, Mystery",2021,,,,JP
"Cooking for My Imaginary Girlfriends",tv,Fantasy,2021,tt15024130,7.2,7,JP
Rebecca,tv,"Crime, Drama",2021,tt14081208,6.5,177,US
"Nine Films About Technology",tv,Comedy,2021,tt14215506,7.3,244,US
"Blue Birthday",tv,"Fantasy, Romance, Thriller",2021,tt14927114,7.4,573,US
"Ippon Again!",tv,"Action, Animation, Drama",2023,tt25816576,7,63,JP
"La Brea",tv,"Drama, Mystery, Sci-Fi",2021,tt11640018,5.8,17655,JP
Pikaia!,tv,"Adventure, Animation, Family",2015,tt5076704,,,JP
,tv,Drama,2021,,,,JP
"Dark Side of the '90s",tv,"Biography, Documentary, History",2021,tt13885280,7.3,858,US
"The Untold Story",tv,Documentary,2019,tt10202960,7.5,31,US
,tv,"Comedy, Sci-Fi & Fantasy",2021,,,,JP
Enjiya,tv,Drama,2021,tt15359596,7.3,25,JP
"Parallel World Pharmacy",tv,"Animation, Comedy, Drama",2022,tt18574004,7.1,1267,JP
,tv,,2014,,,,US
"Great Chocolate Showdown",tv,Reality-TV,2020,tt11399730,7.2,84,US
"Next Level Chef",tv,Reality-TV,2022,tt14669850,6.9,1500,US
"My Stepmom's Daughter Is My Ex",tv,"Animation, Comedy, Romance",2022,tt19848112,6.4,1388,JP
"Dirty Rotten Cleaners",tv,Reality-TV,2021,tt15066742,5.3,100,US
"Waccha PriMagi!",tv,"Animation, Fantasy, Music",2021,tt14924976,5.6,10,JP
,tv,,2019,,,,JP
,tv,"Animation, Action & Adventure, Sci-Fi & Fantasy",2022,,,,JP
"Aharen-san wa Hakarenai",tv,"Animation, Comedy, Romance",2022,tt16341212,7,1336,JP
"Police in a Pod",tv,"Animation, Comedy, Crime",2022,tt15715750,6.8,215,JP
"The D'Amelio Show",tv,"Documentary, Reality-TV",2021,tt13890060,2.8,1851,US
,tv,,2012,,,,JP
Johnson,tv,"Comedy, Drama",2021,tt13604988,6.8,440,US
"My Master Has No Tail",tv,"Animation, Comedy, Fantasy",2022,tt21345930,6,79,JP
"Welcome to Chippendales",tv,"Biography, Drama",2022,tt14675860,7.3,8265,US
,tv,"Mystery, Drama",2021,,,,JP
"Baker's Dozen",tv,"Game-Show, Reality-TV",2021,tt14778806,7.4,90,US
,tv,"Animation, Action & Adventure",1981,,,,JP
"Hanabi-chan wa Okure-gachi",tv,Animation,2022,tt16270300,4.7,11,JP
,tv,"Drama, Mystery",2021,,,,JP
"Tatami Time Machine Blues",tv,"Animation, Comedy, Drama",2022,tt15684222,7.5,577,US
Krapopolis,tv,"Animation, Comedy, Fantasy",2023,tt14016574,6.4,2929,US
"Ganbare Douki-chan",tv,"Animation, Comedy, Romance",2021,tt15379212,6.1,392,JP
"Invisible Monsters: Serial Killers in America",tv,"Crime, Documentary",2021,tt14923638,7.2,301,US
"The Wrong Way to Use Healing Magic",tv,"Action, Animation, Comedy",2024,tt15237152,7.3,1862,JP
"Arctic Ascent with Alex Honnold",tv,"Adventure, Documentary",2024,tt15258106,7.7,698,US
"I Survived A Serial Killer",tv,"Crime, Documentary",2021,tt18573358,7.7,112,US
"Grappler Baki wa BL dewa naika to kangae tsuzuketa otome no kiroku",tv,Drama,2021,tt15271046,6.6,8,JP
,tv,Crime,2021,,,,JP
"Wedding Season",tv,"Action, Adventure, Comedy",2022,tt15114768,6.5,2091,US
"Dexter: New Blood",tv,"Crime, Drama, Mystery",2021,tt14164730,8,108144,JP
Superstar,tv,Documentary,2021,tt15250058,7.8,92,US
,tv,Animation,2021,,,,JP
"My Sordid Affair",tv,Crime,2017,tt7389694,6.4,63,US
,tv,Documentary,2021,,,,US
"Heroines Run the Show",tv,"Animation, Drama, Music",2022,tt19801014,6.6,149,JP
"Murder on the Internet",tv,"Crime, Documentary",2017,tt6821622,6.5,59,US
Ridley,tv,"Crime, Drama, Mystery",2022,tt14772170,6.8,4103,JP
"Campus Nightmares",tv,"Crime, Documentary",2014,tt3920548,6.1,13,US
,tv,"Action & Adventure, Animation, Comedy, Kids, Sci-Fi & Fantasy",2008,,,,JP
,tv,"Action & Adventure, Animation, Comedy, Kids",2015,,,,JP
,tv,"Action & Adventure, Animation, Comedy, Kids, Drama, Sci-Fi & Fantasy",2016,,,,JP
"Becoming Karl Lagerfeld",tv,"Biography, Drama, History",2024,tt27052740,7.2,2398,US
"The Croods: Family Tree",tv,"Adventure, Animation, Comedy",2021,tt15341442,6.8,3589,US
,tv,,2013,,,,JP
"Masked Reunion",tv,Mystery,2019,tt11853730,6.1,8,JP
Fujiko,tv,"Mystery, Thriller",2015,tt5093964,8.5,26,JP
"Under Ninja",tv,"Action, Animation, Comedy",2023,tt15378218,6.5,347,JP
"Mai otome zwei",tv,"Animation, Comedy, Fantasy",2006,tt1192876,7,78,JP
"Tôkyô seimenjo",tv,Drama,2021,tt15446006,6.3,19,JP
"The Yakuza's Guide to Babysitting",tv,"Animation, Comedy, Crime",2022,tt21230432,7.4,804,JP
"Magical Destroyers",tv,"Action, Adventure, Animation",2023,tt14648592,5.4,179,JP
,tv,"Drama, Comedy",2021,,,,JP
"Black Rock Shooter: Dawn Fall",tv,"Action, Animation, Drama",2022,tt15582422,5.6,319,US
"Neighborhood Wars",tv,Reality-TV,2021,tt16022020,6.9,137,US
"Death and Other Details",tv,"Crime, Drama, Mystery",2024,tt15439048,6.7,14132,US
,tv,Drama,2021,,,,JP
Hit-Monkey,tv,"Action, Adventure, Animation",2021,tt9811316,7.8,9898,US
"Management of a Novice Alchemist",tv,"Adventure, Animation, Fantasy",2022,tt19406880,5.9,194,JP
,tv,,2021,,,,JP
,tv,"Mystery, Crime",2021,,,,JP
,tv,,2021,,,,JP
"A Murder at the End of the World",tv,"Drama, Mystery, Thriller",2023,tt15227418,7.1,27631,US
,tv,"Drama, Crime",2021,,,,JP
,tv,,2018,,,,JP
,tv,"Drama, Comedy",2022,,,,US
,tv,Documentary,2019,,,,US
"Reincarnated as a Sword",tv,"Action, Adventure, Animation",2022,tt15483602,7.3,1440,"JP, US"
"Classroom for Heroes",tv,"Action, Animation, Fantasy",2023,tt28254942,5.5,474,JP
"Wild Crime",tv,"Crime, Documentary, Mystery",2021,tt15489004,7.3,1249,US
"Solomon's Perjury",tv,"Mystery, Thriller",2021,tt15560012,6.3,22,JP
Ragdoll,tv,"Crime, Drama, Mystery",2021,tt14129418,5.8,2473,JP
"The Curse of Von Dutch: A Brand to Die For",tv,"Biography, Crime, Documentary",2021,tt14489404,6.6,821,US
Mike,tv,"Biography, Drama, Sport",2022,tt14181914,6.9,5063,US
"Tribe Nine",tv,"Action, Adventure, Animation",2022,tt15529750,5.1,176,JP
"Soredemo ai wo chikaimasuka?",tv,Drama,2021,tt15540524,,,JP
,tv,Drama,2021,,,,US
"Love's in Sight!",tv,"Family, Romance",2021,tt15548244,7.4,139,JP
"I'm the Villainess, So I'm Taming the Final Boss",tv,"Animation, Comedy, Fantasy",2022,tt15533960,6.8,996,JP
,tv,"Documentary, Reality",2019,,,,US
"Red Election",tv,Thriller,2021,tt13696808,6.4,1390,US
,tv,Crime,2002,,,,JP
"Death to Snow White",tv,"Drama, Mystery, Thriller",2024,tt33131043,8,387,US
,tv,"Animation, Sci-Fi & Fantasy",2021,,,,JP
"Escaping Evil: My Life in a Cult",tv,"Documentary, Crime",2013,tt2767428,6.5,32,US
"Poorly Drawn Lines",tv,"Animation, Comedy",2021,tt15709068,7.7,321,US
,tv,Animation,1983,,,,JP
"El Comandante Fort",tv,"Documentary, Drama",2023,tt21412044,5.4,134,US
"The Patient",tv,"Drama, Mystery, Thriller",2022,tt15574312,7,32435,US
,tv,,2021,,,,JP
,tv,"Comedy, Drama",2021,,,,JP
Grid,tv,"Action, Mystery, Sci-Fi",2022,tt18265192,6.4,966,US
"Kiss Sixth Sense",tv,"Comedy, Fantasy, Romance",2022,tt20235634,7.2,1053,US
"Guilty Flag",tv,"Crime, Drama, Thriller",2021,tt16252490,6.8,60,JP
,tv,Drama,2021,,,,JP
,tv,Comedy,2021,,,,JP
"Club Activities, So What?",tv,Sport,2018,tt9629148,,,JP
,tv,"Action & Adventure, Comedy",2021,,,,JP
"Dragons: The Nine Realms",tv,"Action, Adventure, Animation",2021,tt15758116,5.3,1024,US
Blackout,tv,"Drama, Thriller",2021,tt11470588,6.3,1369,JP
,tv,,2019,,,,JP
,tv,Drama,2021,,,,JP
,tv,Drama,2020,,,,JP
Avalanche,tv,Drama,2021,tt17044374,7.7,53,JP
"Why Her",tv,"Drama, Mystery, Romance",2022,tt20852668,7.6,1277,US
"I'm Quitting Heroing",tv,"Action, Adventure, Animation",2022,tt15723722,6.6,1324,"JP, US"
"Rinko-san wa shitemitai",tv,Romance,2021,tt15831282,7.4,160,JP
Bedlam,tv,Documentary,2013,tt3322274,8.6,14,JP
,tv,,2021,,,,US
,tv,"Drama, Sci-Fi & Fantasy",2020,,,,JP
,tv,Reality,2021,,,,US
Connect,tv,"Crime, Drama, Fantasy",2022,tt22002370,6.5,2054,US
"Arknights: Prelude to Dawn",tv,"Action, Adventure, Animation",2022,tt22443832,6,313,JP
Dalgliesh,tv,"Crime, Drama, Mystery",2021,tt13430420,7.6,5836,JP
"Shine Post",tv,"Animation, Music",2022,tt15783416,7.7,60,JP
"Birdie Wing: Golf Girls' Story",tv,"Animation, Sport",2022,tt15789088,6.9,247,JP
"Summoned to Another World for a Second Time",tv,"Action, Adventure, Animation",2023,tt27391405,5.4,490,JP
"Triple Digit Flip",tv,Reality-TV,2021,tt15619042,7.5,42,US
"Saki Achiga-hen episode of side-A",tv,Drama,2017,tt7698428,8,7,JP
Irodorimidori,tv,"Animation, Music, Musical",2022,tt15830626,5.2,20,JP
"Love Game",tv,Drama,2009,tt1435127,6.4,12,JP
"Susah Sinyal: The Series",tv,"Comedy, Drama",2021,tt14011910,7.9,5050,US
,tv,"Animation, Comedy",2022,,,,JP
"Technoroid: Overmind",tv,"Animation, Music, Mystery",2023,tt15893716,5.5,37,JP
"Ronningmaen: Ttwineun Nom Wie Noneun Nom",tv,Game-Show,2021,tt16048024,7.4,36,US
"Call of the Night",tv,"Animation, Comedy, Fantasy",2022,tt15975122,7.4,3558,JP
"My Beautiful Man",tv,Drama,2021,tt16259218,7.7,1941,JP
"Ya Boy Kongming!",tv,"Animation, Comedy, Drama",2022,tt15978212,7.5,1179,"JP, US"
"Koshoku Robot",tv,Comedy,2017,tt7009970,,,JP
Kindred,tv,"Drama, Fantasy, Mystery",2022,tt14376190,7.4,4663,US
"Malevolent Spirits: Mononogatari",tv,"Action, Animation, Fantasy",2023,tt26140070,6.7,302,JP
"City of Angels, City of Death",tv,"Crime, Documentary",2021,tt16113748,7.8,929,US
"Chained Soldier",tv,"Action, Animation, Fantasy",2024,tt16156736,6.2,1177,JP
"The Toys That Built America",tv,Documentary,2021,tt14357568,7.8,325,US
,tv,,2021,,,,JP
"Skip and Loafer",tv,"Animation, Comedy, Drama",2023,tt16156718,7.9,1914,JP
"Let Me Check the Walkthrough First!?",tv,"Action, Adventure, Animation",2022,tt23055158,5,32,JP
,tv,Drama,2021,,,,JP
,tv,,,,,,US
"Build It Bigger: Rebuilding Greensburg",tv,Documentary,2008,tt1332147,,,US
"More Than a Married Couple, But Not Lovers.",tv,"Animation, Comedy, Drama",2022,tt16231800,7.5,3100,JP
,tv,,2021,,,,JP
"Kamiki Ryunosuke's Shooting Holidays",tv,Comedy,2022,tt16223762,8.2,16,JP
"Patissier & Mademoiselle",tv,"Comedy, Drama, Romance",2022,tt15761638,6.1,9,JP
"Run the Burbs",tv,Comedy,2022,tt14456760,6.1,887,US
"Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs",tv,"Animation, Comedy, Fantasy",2022,tt16255458,7.3,1926,JP
,tv,Reality,2021,,,,US
"Love Me",tv,"Drama, Romance",2021,tt15233564,7.5,2656,US
"Ninjala the Animation",tv,"Action, Adventure, Animation",2022,tt17163876,7.2,25,JP
"My Lucky Star",tv,"Comedy, Fantasy, Romance",2003,tt0380069,5.8,557,JP
"Farmhouse Facelift",tv,Reality-TV,2021,tt14170710,8.1,126,US
"Lost Car Rescue",tv,Documentary,2022,tt17716878,7.6,105,US
"Muchaburi!: Watashi ga shachou ni narunante",tv,Drama,2022,tt16274660,6.9,15,JP
"Butareba: The Story of a Man Who Turned into a Pig",tv,"Animation, Comedy, Fantasy",2023,tt28766864,5.7,144,JP
"Reign of the Seven Spellblades",tv,"Action, Animation, Fantasy",2023,tt27845099,6.4,701,JP
,tv,,2010,,,,JP
"#Izakaya Shinkansen",tv,Drama,2021,tt16868682,7.1,22,JP
"Migi & Dali",tv,"Animation, Mystery",2023,tt29371814,7.2,474,JP
"The Toys That Built America: Snack Sized",tv,Documentary,2021,tt17519954,7.1,13,US
"Doctor White",tv,Drama,2022,tt17336482,6.8,63,JP
"Duty and Revenge",tv,"Adventure, Drama, Mystery",2022,tt16274614,6.7,9,JP
Mechamato,tv,"Action, Adventure, Animation",2021,tt24215446,7.1,116,JP
"Big Food Bucket List",tv,Reality-TV,2019,tt10124256,7.5,36,US
"Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte",tv,"Animation, Comedy, Fantasy",2023,tt25721166,6.4,304,JP
"Time Switch",tv,"Drama, Fantasy",2023,tt15523440,5.2,149,US
,tv,"Crime, Documentary",2021,,,,US
"Rules of the Game",tv,Thriller,2022,tt14466362,6.3,2197,US
"Taking the Stand",tv,Crime,2022,tt17519728,8,86,US
"The Kardashians",tv,Reality-TV,2022,tt15791630,4.5,5269,US
"Urusei Yatsura",tv,"Action, Adventure, Animation",2022,tt16764368,7,723,JP
"The Angel Next Door Spoils Me Rotten",tv,"Animation, Comedy, Drama",2023,tt19064770,7.6,2888,JP
,tv,Drama,2022,,,,JP
"Woori the Virgin",tv,"Comedy, Romance",2022,tt20227130,5.3,351,US
Teppen-!!!!!!!!!!!!!!!,tv,"Animation, Comedy",2022,tt18939874,5.5,42,JP
,tv,,2021,,,,US
,tv,,2022,,,,JP
,tv,,2022,,,,JP
,tv,"Mystery, Drama",2022,,,,JP
"Handyman Fellow Jellyfish",tv,Mystery,2022,tt16959994,5.7,8,JP
"Blippi Wonders",tv,"Animation, Family",2021,tt19315934,4.5,72,US
,tv,Comedy,2022,,,,JP
"The Sealer",tv,"Action, Drama, Fantasy",2022,tt20413902,7,24,JP
"Jinxed at First",tv,"Comedy, Fantasy, Mystery",2022,tt21081006,6.3,404,US
"Big Mouth",tv,"Action, Crime, Drama",2022,tt21195490,7.8,6839,US
"Link: Eat, Love, Kill",tv,"Crime, Drama, Fantasy",2022,tt20869584,7.3,1778,US
,tv,"Animation, Comedy",2022,,,,JP
"BTK: Confession of a Serial Killer",tv,"Crime, Documentary",2022,tt16303776,7,352,US
Reboot,tv,Comedy,2022,tt15180134,7.4,9644,US
,tv,Mystery,2022,,,,JP
,tv,"Drama, Mystery",2022,,,,JP
"Señorita 89",tv,"Drama, Thriller",2022,tt16589104,7.3,377,JP
,tv,Comedy,2022,,,,JP
,tv,Drama,2022,,,,JP
"Gordita Chronicles",tv,"Comedy, Family",2022,tt11987198,7.5,930,US
"Secrets of Playboy",tv,Documentary,2022,tt15250706,6.8,1778,US
"Handyman Saitou in another world",tv,"Adventure, Animation, Comedy",2023,tt21844644,6.9,991,JP
"Kaina of the Great Snow Sea",tv,"Adventure, Animation, Fantasy",2023,tt17221100,6.5,249,JP
"Gods' Games We Play",tv,"Animation, Comedy, Drama",2024,tt31860621,5.7,386,JP
"Alice Gear Aegis Expansion",tv,Animation,2023,tt27417791,4.5,19,JP
Virgin,tv,"Drama, Thriller",2022,tt14760100,6.2,98,US
Shoutai,tv,Drama,2022,tt16297296,6.4,65,JP
,tv,"Drama, Mystery",2022,,,,JP
,tv,Drama,2022,,,,JP
"Delicious Party Pretty Cure",tv,"Action, Adventure, Animation",2022,tt18246604,6.4,64,JP
"Lucifer and Biscuit Hammer",tv,"Action, Adventure, Animation",2022,tt12105800,5.3,206,"JP, US"
"The Chelsea Detective",tv,"Crime, Mystery, Thriller",2022,tt14321914,7.4,5803,JP
"Tales of Luminaria the Fateful Crossroad",tv,"Action, Animation, Fantasy",2022,tt15680762,5.9,34,JP
"Fleishman Is in Trouble",tv,Drama,2022,tt11527058,7.7,17722,US
Hiru,tv,"Action, Crime, Drama",2022,tt19722916,6.5,35,JP
"Bibliophile Princess",tv,"Animation, Drama, Romance",2022,tt17501150,6.4,240,JP
"The Reincarnation of the Strongest Exorcist in Another World",tv,"Action, Adventure, Animation",2023,tt25809288,7,1484,JP
,tv,,1997,,,,JP
"Kizazi Moto: Generation Fire",tv,"Action, Adventure, Animation",2023,tt14866860,6.9,618,US
"The Fire Hunter",tv,"Adventure, Animation, Drama",2023,tt21912036,5.9,198,JP
Crossfire,tv,"Crime, Drama, Thriller",2022,tt15156212,5.8,2840,JP
"Life & Beth",tv,"Comedy, Drama",2022,tt10731032,6.7,9853,US
"Rabbit Hole",tv,"Action, Drama, Thriller",2023,tt5822112,7.4,21765,JP
"Swimming with Sharks",tv,"Drama, Thriller",2022,tt11343686,6.4,2175,JP
"The Ignorant Angels",tv,"Drama, Romance",2022,tt14350234,7.4,1298,US
"Our Only Chance",tv,"Drama, Musical",2022,tt17564828,5.9,455,US
Onipan!,tv,"Animation, Comedy",2022,tt18634390,6.4,29,JP
"This England",tv,"Biography, Drama, History",2022,tt12594678,6.7,1821,JP
"Incredible Animal Journeys",tv,Documentary,2023,tt29520434,8.2,163,US
"Secrets of the Elephants",tv,"Adventure, Documentary",2023,tt26351129,8.2,531,US
