title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Cymbeline,movie,"Crime, Drama, Thriller",2014,tt3093522,3.7,4319,JP
"The Prince",movie,"Action, Thriller",2014,tt1085492,4.6,19329,JP
Regression,movie,"Crime, Drama, Mystery",2015,tt3319920,5.6,43167,JP
"Kamen Rider × Super Sentai: Super Hero Taisen",movie,"Action, Adventure, Comedy",2012,tt2210717,7.1,237,JP
"Dead Snow 2: Red vs. Dead",movie,"Action, Comedy, Horror",2014,tt2832470,6.8,27177,JP
"The Signal",movie,"Drama, Mystery, Sci-Fi",2014,tt2910814,6,70263,JP
Rage,movie,"Action, Thriller",2014,tt2401807,5,25790,JP
"The Attorney",movie,"Crime, Drama, History",2013,tt3404140,7.7,7849,JP
"Way Back Home",movie,Drama,2013,tt2797106,7.5,1499,JP
"Bayonetta: Bloody Fate",movie,"Action, Animation, Fantasy",2013,tt3306776,5.7,1708,JP
"Pandora's Box",movie,Drama,2009,tt1339478,7.1,43,JP
Poltergeist,movie,"Horror, Thriller",2015,tt1029360,4.9,62542,US
"Welcome Home, Hayabusa",movie,Drama,2012,tt1851033,5.9,28,JP
Tugumi,movie,Drama,1990,tt0100820,6.4,163,JP
Firestorm,movie,"Action, Crime, Thriller",2013,tt3341072,6.2,3080,JP
"Kiri no hata",movie,"Crime, Drama",1965,tt1363113,7.3,183,JP
"The Serialist",movie,Mystery,2013,tt2656120,5.9,41,JP
Rudderless,movie,"Comedy, Drama, Music",2014,tt1798243,7.4,19640,JP
"Another Gantz",movie,"Action, Adventure, Drama",2011,tt1912350,5.4,464,JP
"Song One",movie,"Drama, Music, Romance",2014,tt2182972,5.8,10407,JP
"Steal My Heart",movie,"Comedy, Crime, Romance",2013,tt3694790,6.2,781,JP
Abattoir,movie,"Horror, Mystery, Thriller",2016,tt1480285,4.5,4561,JP
"Yves Saint Laurent",movie,"Biography, Drama",2014,tt2707858,6.2,13202,JP
Control,movie,"Crime, Mystery, Sci-Fi",2013,tt2550112,6,281,JP
Tusk,movie,"Comedy, Horror",2014,tt3099498,5.4,65792,JP
Damejin,movie,Comedy,2006,tt1020009,6,74,JP
"Dawn of a New Day: The Man Behind VHS",movie,"Biography, Drama",2002,tt0329177,7.3,102,JP
"The Girl in the Sun",movie,"Drama, Fantasy, Romance",2013,tt2569772,6.7,1032,JP
"American Heist",movie,"Action, Crime, Drama",2014,tt2923316,5,17759,JP
"The Popcorn Chronicles",movie,"Action, Comedy",2014,tt2378936,4.3,793,US
"The Cut",movie,"Adventure, Drama, History",2014,tt2245171,6.2,8107,JP
"Seventh Code",movie,"Mystery, Thriller",2013,tt3265404,5.8,630,JP
"Tora-san, His Tender Love",movie,Comedy,1970,tt0125970,6.7,198,JP
Annabelle,movie,"Horror, Mystery, Thriller",2014,tt3322940,5.4,179818,JP
"Moratoriamu Tamako",movie,"Comedy, Drama",2013,tt3134060,6.5,813,JP
"Tora-san's Dream of Spring",movie,"Comedy, Romance",1979,tt0079685,6.8,101,JP
"Tora-san's Runaway",movie,Comedy,1970,tt0066190,6.7,169,JP
"Moon Mask Rider",movie,"Action, Adventure, Fantasy",1981,tt0203520,5.9,61,JP
"The Scribbler",movie,"Mystery, Sci-Fi, Thriller",2014,tt2396721,5.3,5191,JP
"Hot Young Bloods",movie,"Comedy, Drama, Romance",2014,tt3579990,6.7,1957,JP
"Tora-san's Shattered Romance",movie,Comedy,1971,tt0071953,6.7,163,JP
Duke,movie,"Crime, Drama, Mystery",2019,tt1727254,4.1,288,JP
"Kiki's Delivery Service",movie,"Adventure, Comedy, Fantasy",2014,tt2865558,5.7,1046,JP
"Tora-san, the Good Samaritan",movie,Comedy,1971,tt0067539,6.9,129,JP
"Miss Granny",movie,"Comedy, Fantasy, Music",2014,tt3516378,7.2,4372,JP
"Love on Sunday: Last Words",movie,"Drama, Romance",2007,tt1194614,6.6,99,JP
"Madame Bovary",movie,"Drama, Romance",2014,tt2334733,5.7,8963,JP
"Tora-san's Love Call",movie,Comedy,1971,tt0067540,7.2,136,JP
"And So It Goes",movie,"Comedy, Drama, Romance",2014,tt2465146,5.9,15529,JP
"Crows Explode",movie,"Action, Crime",2014,tt2825120,5.7,1707,JP
"The Snow White Murder Case",movie,"Crime, Drama, Mystery",2014,tt3096712,6.9,2131,JP
"The Devil's Path",movie,Thriller,2013,tt2565752,6.6,1261,JP
"Tora-san's Dear Old Home",movie,Comedy,1972,tt0069051,6.7,132,JP
"Boy's Choir",movie,"Drama, Music",2000,tt0233595,6.5,256,JP
"The Most Beautiful Night in the World",movie,Drama,2008,tt1233491,7.2,90,JP
"Among the Living",movie,"Horror, Thriller",2014,tt2473750,5.5,2595,JP
"Department Q: The Absent One",movie,"Crime, Drama, Mystery",2014,tt3140100,7.1,26828,JP
"Mameshiba Cubbish Puppy",movie,Drama,2009,tt1305909,6.1,28,JP
Jossy's,movie,"Action, Comedy, Sci-Fi",2014,tt3413690,5.5,171,JP
"Brick Mansions",movie,"Action, Crime, Thriller",2014,tt1430612,5.6,44571,JP
"Tora-san's Dream-Come-True",movie,Comedy,1972,tt0069052,6.7,120,JP
"The Next Generation Patlabor: Tokyo War",movie,"Action, Sci-Fi",2015,tt3216086,4.3,202,JP
"The Little House",movie,"Drama, Romance",2014,tt2530392,7.3,1476,JP
"Crying 100 Times: Every Raindrop Falls",movie,"Drama, Romance",2013,tt2345126,6,84,JP
"The November Man",movie,"Action, Adventure, Crime",2014,tt2402157,6.3,71200,JP
"Nippon no Don: Yabohen",movie,"Crime, Drama",1977,tt0076461,6.8,57,JP
"The Great Okinawa Yakuza War",movie,"Action, Crime, Drama",1976,tt0183594,6.8,143,JP
"Je T'aime: I Am a Beast",movie,,2008,tt1326989,6.6,14,JP
"The Forger",movie,"Crime, Drama, Thriller",2014,tt2376218,5.8,13515,JP
"Pecoross' Mother and Her Days",movie,"Comedy, Drama, Family",2013,tt2210842,7,213,JP
"Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran",movie,"Adventure, Animation, Drama",2013,tt2323836,7.3,2859,JP
"Times of Joy and Sorrow",movie,Drama,1957,tt0051211,7.1,156,JP
"Burying the Ex",movie,"Comedy, Horror, Romance",2014,tt3339674,5.4,11673,JP
"The Gate of Youth",movie,Drama,1981,tt0203101,6.7,68,JP
"Baahubali: The Beginning",movie,"Action, Drama",2015,tt2631186,8,140807,JP
"Night Flight",movie,Drama,2014,tt3506934,7.5,1422,JP
"Tabloid Truth",movie,"Action, Crime, Thriller",2014,tt3671552,6.3,454,JP
"Tokyo Bordello",movie,Drama,1987,tt0204750,6.5,241,JP
Focus,movie,"Comedy, Crime, Drama",2015,tt2381941,6.6,279981,JP
"Fujimi nichoume koukyou gakudan shirîzu: Kanrei zensen kondakutâ",movie,Drama,2012,tt2132332,5.3,94,JP
"The Water Diviner",movie,"Drama, History, War",2014,tt3007512,7,78793,JP
"Danny Collins",movie,"Comedy, Drama, Music",2015,tt1772288,7,33730,JP
"Violent Panic: The Big Crash",movie,"Action, Crime",1976,tt0325140,7.1,176,JP
"Train Brain Express",movie,Drama,2011,tt1728599,6.1,138,JP
"Love Under the Crucifix",movie,Drama,1962,tt0203751,6.7,295,JP
"Kiba: Ankoku kishi gaiden",movie,"Action, Drama, Fantasy",2011,tt2075230,7,58,JP
"The Intern",movie,"Comedy, Drama",2015,tt2361509,7.1,283724,JP
Someday,movie,Drama,2011,tt1753965,6.9,84,JP
"Thread of Lies",movie,"Drama, Mystery, Thriller",2014,tt3837154,7.1,890,JP
"Jinsei gekijô: Hishakaku",movie,Crime,1963,tt0057199,7.6,66,JP
"Tamako Love Story",movie,"Animation, Comedy, Drama",2014,tt3413018,7,3014,JP
"Tulip Fever",movie,"Drama, History, Romance",2017,tt0491203,6.2,23370,JP
"Happy Face Killer",movie,"Crime, Drama, Thriller",2014,tt3320114,5.3,1142,US
"Tora-san's Lovesick",movie,Comedy,1974,tt0071954,6.7,122,JP
"The Loyal 47 Ronin",movie,Drama,1958,tt0198371,7.3,350,JP
"Man in Love",movie,"Drama, Romance",2014,tt3479250,6.9,1148,JP
"Paris Follies",movie,Comedy,2014,tt3104572,6.4,1047,JP
Carol,movie,"Drama, Romance",2015,tt2402927,7.2,144840,JP
"Tiger & Bunny: The Rising",movie,"Action, Adventure, Animation",2014,tt3204012,6.7,422,JP
"Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!",movie,"Animation, Sport",2011,tt1920939,6.8,52,JP
"Fantastic Beasts and Where to Find Them",movie,"Adventure, Family, Fantasy",2016,tt3183660,7.2,515639,JP
"Tom Segura: Completely Normal",movie,Comedy,2014,tt3500822,7.7,3166,US
"A Liar and a Broken Girl",movie,"Drama, Romance",2010,tt1661309,5.2,488,JP
"Wild Detective",movie,"Action, Crime, Drama",1976,tt2023831,6.3,55,JP
"Life Partners",movie,"Comedy, Drama, Romance",2014,tt2870808,6.2,9319,US
"Lupin the Third: The Gravestone of Daisuke Jigen",movie,"Action, Animation, Crime",2014,tt3830998,7.2,1056,JP
"Tora-san's Lullaby",movie,Comedy,1974,tt0071955,6.3,105,JP
"American Ultra",movie,"Action, Comedy",2015,tt3316948,6.1,97100,JP
"8000 Miles 2: Girl Rappers",movie,"Comedy, Drama, Music",2010,tt1603370,5.9,68,JP
"SR: Saitama no rappâ - Rôdosaido no toubousha",movie,"Comedy, Drama, Music",2012,tt1739224,3.7,519,JP
"Where Spring Comes Late",movie,Drama,1970,tt0067296,7.6,293,JP
"Tora-san's Rise and Fall",movie,Comedy,1975,tt0073498,7,137,JP
Babysitting,movie,Comedy,2014,tt3013602,6.7,12377,JP
"Hunting Rifle",movie,Drama,1961,tt0055389,6.6,56,JP
"Shinjuku Swan",movie,"Action, Crime, Drama",2015,tt3148576,6,1284,JP
"Ani to sono imôto",movie,Drama,1939,tt0272450,6.9,87,JP
"Game of Seduction",movie,Drama,1976,tt0075369,5.1,197,JP
"Hope and Pain",movie,Drama,1988,tt0123789,6.6,63,JP
"Knock Knock",movie,"Crime, Thriller",2015,tt3605418,4.9,107418,JP
Yaju-deka,movie,"Action, Drama",1982,tt0135062,7.2,31,JP
"Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!",movie,"Action, Adventure, Sci-Fi",2012,tt2194402,5.9,44,JP
Broken,movie,"Action, Crime, Drama",2014,tt3554976,6.7,1531,JP
"18 Who Cause a Storm",movie,"Action, Crime, Drama",1963,tt0056836,6.7,159,JP
"The Incident",movie,"Horror, Sci-Fi, Thriller",2014,tt3528756,6.3,4576,JP
"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends",movie,"Action, Adventure, Sci-Fi",2014,tt3295046,7.5,84,JP
"Alter Ego",movie,Horror,2002,tt0419979,4.7,123,JP
"Documentary of AKB48: No Flower Without Rain",movie,"Documentary, Music",2013,tt2476448,7.6,107,JP
Room,movie,"Drama, Thriller",2015,tt3170832,8.1,459186,JP
Shiosai,movie,"Drama, Romance",1975,tt0348003,5.9,65,JP
Homeland,movie,Drama,2014,tt2994962,6.8,112,JP
"Magic Mike XXL",movie,"Comedy, Drama, Music",2015,tt2268016,5.6,62087,JP
Mommy,movie,Drama,2014,tt3612616,8,62960,JP
"Force Majeure",movie,"Comedy, Drama",2014,tt2121382,7.2,68756,US
"Wild Tales",movie,"Comedy, Drama, Thriller",2014,tt3011894,8.1,221723,US
"Wild Card",movie,"Action, Crime, Drama",2015,tt2231253,5.6,61159,JP
"The Salt of the Earth",movie,"Biography, Documentary, History",2014,tt3674140,8.4,23960,US
"Les formidables",movie,"Action, Crime, Drama",2006,tt0826099,6,256,JP
"No Tears for the Dead",movie,"Action, Crime, Drama",2014,tt3697566,6.7,7353,JP
"Kamen Rider Wizard in Magic Land",movie,"Action, Adventure, Fantasy",2013,tt2952076,7.1,94,JP
"A Girl at My Door",movie,Drama,2014,tt3661798,7,3267,JP
"Kamen Rider V3 vs. Destron Mutants",movie,"Action, Adventure, Drama",1973,tt0156676,5.4,96,JP
"Pet Peeve",movie,Horror,2013,tt2821784,5.4,218,JP
"Ask This of Rikyu",movie,"Biography, Drama, History",2013,tt2500392,6.7,220,JP
"Kikaider: The Ultimate Human Robot",movie,Action,2014,tt3502284,5.5,158,JP
Arcana,movie,"Horror, Thriller",2013,tt2824006,5.1,121,JP
"The Target",movie,"Action, Thriller",2014,tt3634940,6.2,2199,JP
"Man on High Heels",movie,"Action, Drama",2014,tt3837196,6.6,1485,JP
"Tora-san, the Intellectual",movie,Comedy,1975,tt0073497,6.8,101,JP
"London Has Fallen",movie,"Action, Thriller",2016,tt3300542,5.9,172338,JP
"Star Blazers 2199: Odyssey of the Celestial Ark",movie,"Action, Animation, Drama",2014,tt3222236,7.1,208,JP
"Miss Hokusai",movie,"Animation, Biography, Drama",2015,tt3689910,6.7,3569,JP
"The Similars",movie,"Horror, Mystery, Sci-Fi",2015,tt3949658,5.8,4429,JP
"Warau Iemon",movie,"Drama, Horror",2004,tt0399866,5.4,100,JP
"American Citizen",movie,"Drama, Sport",1992,tt0104219,6.1,80,US
"Kamen Rider Agito: Project G4",movie,"Action, Adventure, Drama",2001,tt1967539,6.2,171,JP
"Video Games: The Movie",movie,"Documentary, History",2014,tt3214002,6.1,5609,JP
Roommate,movie,"Drama, Horror, Thriller",2013,tt2998364,5.6,462,JP
"Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard",movie,"Action, Adventure, Fantasy",2013,tt3340098,6.9,83,JP
"A Hard Day",movie,"Action, Crime, Thriller",2014,tt3697626,7.2,17114,JP
"Mourning Recipe",movie,Drama,2013,tt2493456,6.4,138,JP
2:22,movie,"Drama, Mystery, Romance",2017,tt1131724,5.7,26066,"JP, US"
Obsessed,movie,Drama,2014,tt3303730,6.2,2584,JP
"Berthe Morisot",movie,Biography,2012,tt2396722,6.3,174,JP
"Super Hero Taisen Kamen Rider feat. Super Sentai: Heisei Rider vs. Showa Rider",movie,Action,2014,tt3472586,6.2,161,JP
"Urutoraman Zofuii",movie,Sci-Fi,1984,tt0207175,5.7,42,JP
"Urutoraman sutori",movie,Sci-Fi,1984,tt0189169,6.4,80,JP
"The Last Survivors",movie,"Action, Sci-Fi, Thriller",2014,tt2558318,5.3,3993,JP
Skiptrace,movie,"Action, Adventure, Comedy",2016,tt2238032,5.6,22739,JP
Stripper,movie,Documentary,1985,tt0090092,5.7,475,US
"Dead Angle",movie,"Action, Crime, Drama",1979,tt0079262,7,55,JP
"Space Brothers",movie,"Animation, Comedy, Sci-Fi",2014,tt3407024,7.5,150,JP
"K: Missing Kings",movie,"Action, Animation, Fantasy",2014,tt3794204,6.8,979,US
"New Initial D the Movie: Legend 1 - Awakening",movie,"Action, Animation, Sport",2014,tt3971764,7.2,446,JP
"Love & Mercy",movie,"Biography, Drama, Music",2014,tt0903657,7.4,43302,JP
"The Program",movie,"Biography, Drama, Sport",2015,tt3083008,6.5,19724,JP
"An Eye for Beauty",movie,Drama,2014,tt2414040,5.5,1591,JP
"Samurai Sentai Shinkenger Returns: Special Act",movie,Action,2010,tt2365867,7,32,JP
"Kamen Rider Gaim: Great Soccer Battle! Golden Fruits Cup!",movie,"Action, Adventure, Fantasy",2014,tt3753372,7.6,109,JP
"Todo Cambia",movie,Documentary,2000,tt5514788,4.3,17,US
"Turtle Beach",movie,"Drama, Thriller",1992,tt0103141,4.7,372,US
"My Man",movie,"Crime, Drama, Romance",2014,tt2763746,6.2,724,JP
"Untama giru",movie,"Comedy, Drama, Fantasy",1989,tt0124189,7.2,87,JP
"Journey Into Solitude",movie,Drama,1972,tt0222425,6.8,200,JP
"Zyuden Sentai Kyoryuger: 100 Years After",movie,Action,2014,tt3643996,7.1,42,JP
"Documentary of AKB48: Show Must Go On",movie,"Documentary, Music",2012,tt2136879,8,87,JP
"My House",movie,Drama,2012,tt2285597,7.9,19,JP
Jinkusu!!!,movie,Romance,2013,tt2691040,6.6,155,JP
"Uchuu Keiji Shaider Next Generation",movie,Sci-Fi,2014,tt3744464,7.4,36,JP
"Uchuu Keiji Sharivan Next Generation",movie,"Action, Sci-Fi",2014,tt3744460,7.3,59,JP
"Sinbad: Make Me Wanna Holla!",movie,"Comedy, Documentary",2014,tt3110818,7.2,109,US
Monsutâzu,movie,"Drama, Sci-Fi",2014,tt3024404,5.5,544,JP
Geostorm,movie,"Action, Sci-Fi, Thriller",2017,tt1981128,5.3,122247,JP
"The Lego Ninjago Movie",movie,"Action, Adventure, Animation",2017,tt3014284,6,30929,US
"What We Did on Our Holiday",movie,"Comedy, Drama",2014,tt2725962,6.9,25114,JP
Everly,movie,"Action, Thriller",2014,tt1945084,5.1,19655,JP
"Miracle in Four Days",movie,Romance,2005,tt0489590,7.1,34,JP
"Foodies: The Culinary Jet Set",movie,Documentary,2014,tt3400460,6.1,474,JP
"Final Girl",movie,"Horror, Thriller",2015,tt2124787,4.7,17061,JP
"Sweet Poolside",movie,"Comedy, Drama, Romance",2014,tt3158218,5.9,74,JP
"Say 'I Love You'",movie,"Drama, Romance",2014,tt3088084,6.2,1335,JP
"Atashin'chi the Movie",movie,"Adventure, Animation, Comedy",2003,tt1298836,6.4,58,JP
"Girl's Blood",movie,"Action, Drama",2014,tt3456784,5.3,412,JP
Puzzle,movie,"Horror, Thriller",2014,tt3492330,5.5,294,JP
"Mechanic: Resurrection",movie,"Action, Adventure, Crime",2016,tt3522806,5.7,95832,JP
"Mission Impossible: Samurai",movie,"Action, Comedy, History",2014,tt3290714,6.2,292,JP
"The Extreme Sukiyaki",movie,Comedy,2013,tt2641826,6.9,79,JP
"The Lego Movie 2: The Second Part",movie,"Action, Adventure, Animation",2019,tt3513498,6.5,78953,US
"The Divine Move",movie,"Action, Crime",2014,tt3419894,6.6,2627,JP
"War for the Planet of the Apes",movie,"Action, Adventure, Drama",2017,tt3450958,7.4,308572,US
"Tora-san's Heart of Gold",movie,Comedy,1976,tt0075025,6.8,96,JP
"Sayonara, Dobyusshî",movie,"Drama, Music",2013,tt2307752,6.1,44,JP
"Oh! Brothers",movie,"Comedy, Drama, Family",2003,tt0376018,5.9,160,JP
"The Admiral: Roaring Currents",movie,"Action, Drama, History",2014,tt3541262,7.1,13381,JP
Live,movie,"Action, Comedy, Horror",2014,tt3556584,5.1,176,JP
Murderer,movie,"Drama, Thriller",2014,tt3976234,5.1,322,JP
"A Class to Remember 2",movie,Drama,1996,tt0116386,6.7,132,JP
"Yakuza Apocalypse",movie,"Action, Comedy, Horror",2015,tt3675748,5.5,4595,JP
"A Little Chaos",movie,"Drama, Romance",2014,tt2639254,6.5,25830,JP
"The Light Between Oceans",movie,"Drama, Romance",2016,tt2547584,7.2,60850,JP
"Sister Game",movie,Comedy,2014,tt3708102,5.3,27,JP
"Fires on the Plain",movie,"Drama, War",2014,tt3893038,6.6,883,JP
"Haganai: I Don't Have Many Friends",movie,"Comedy, Drama",2014,tt3084328,5.1,146,JP
Dearest,movie,Drama,2014,tt3752930,7.6,2675,JP
"Still Alice",movie,Drama,2014,tt3316960,7.5,145168,JP
"The Golden Era",movie,"Biography, Drama, Romance",2014,tt3696086,6.4,1264,JP
"Who Am I",movie,"Crime, Drama, Mystery",2014,tt3042408,7.4,63738,JP
"Shadow of Deception",movie,"Crime, Drama, Romance",1971,tt0203720,6.6,77,JP
"The Pirates",movie,"Action, Adventure, Comedy",2014,tt3485166,6.5,4663,JP
"Pretty Cure All Stars New Stage 3: Eien no Tomodachi",movie,"Action, Adventure, Animation",2014,tt3912856,,,JP
"5 Flights Up",movie,"Comedy, Drama",2014,tt2933544,6.2,11338,JP
"Max Steel",movie,"Action, Adventure, Fantasy",2016,tt1472584,4.6,20845,JP
"Tora-san Meets His Lordship",movie,Comedy,1977,tt0076510,6.8,116,JP
"Adventure in Tokyo",movie,Drama,1952,tt0322592,7.4,44,JP
"Hibi Rock: Puke Afro and the Pop Star",movie,"Comedy, Music",2014,tt3579168,5.6,71,JP
Swung,movie,"Comedy, Drama, Romance",2015,tt2243260,4.7,1255,JP
"Ultraman Cosmos: The First Contact",movie,"Adventure, Family, Fantasy",2001,tt0339847,6.2,128,JP
"Kabukicho Love Hotel",movie,"Drama, Romance",2014,tt3876372,6.9,862,JP
"Saint Seiya: Legend of Sanctuary",movie,"Action, Animation, Fantasy",2014,tt2231489,5.4,4745,JP
"Proof of the Man",movie,"Crime, Drama",1977,tt0076460,6.6,453,JP
"The Light Shines Only There",movie,Drama,2014,tt3039932,6.6,678,JP
Shazam!,movie,"Action, Adventure, Comedy",2019,tt0448115,7,392554,JP
"The Transporter Refueled",movie,"Action, Thriller",2015,tt2938956,5.2,45612,JP
"American Muscle",movie,Action,2014,tt2389162,4.2,1059,JP
"Enoshima Prism",movie,"Comedy, Sci-Fi",2013,tt2934686,6,207,JP
"Season of the Sun",movie,Drama,1956,tt0270685,6.6,109,JP
"Jusei: Last Drop of Blood",movie,"Action, Crime, Drama",2003,tt1235065,6.1,36,JP
"Deep Red Love",movie,Thriller,2013,tt3215844,6.1,92,JP
"The Zookeeper's Wife",movie,"Biography, Drama, History",2017,tt1730768,7,47594,JP
"The Rewrite",movie,"Comedy, Romance",2014,tt2509850,6.3,22735,US
"Modern Boy",movie,Drama,2008,tt1305131,6,198,JP
"The Handmaiden",movie,"Drama, Romance, Thriller",2016,tt4016934,8.1,179701,JP
"Tada's Do-It-All House: Disconcerto",movie,Comedy,2014,tt3422606,6.5,263,JP
"Miracle: Devil Claus' Love and Magic",movie,"Comedy, Drama, Fantasy",2014,tt3422622,5.7,112,JP
"Watashi no Hawaii no arukikata",movie,"Comedy, Romance",2014,tt3240086,5.9,48,JP
"Lingering Spirits",movie,"Comedy, Fantasy",2014,tt3398978,6.8,109,JP
"Oh! Father",movie,"Comedy, Crime, Family",2013,tt2957250,5.7,60,JP
"Ataru: The First Love & the Last Kill",movie,Drama,2013,tt2621378,5.6,117,JP
"ST: Aka to Shiro no Sôsa File the Movie",movie,Thriller,2015,tt3952246,6.4,93,JP
"Pay the Ghost",movie,"Horror, Mystery",2015,tt3733778,5.2,19257,US
Tracers,movie,"Action, Crime, Drama",2015,tt2401097,5.6,20303,JP
"Yoga Hosers",movie,"Action, Comedy, Horror",2016,tt3838992,4.3,15794,JP
"The Family Fang",movie,"Comedy, Drama, Mystery",2015,tt2097331,6.1,10173,JP
"The Sea of Trees",movie,"Drama, Fantasy, Mystery",2015,tt3450900,6.1,18479,JP
"A Record of Sweet Murder",movie,Horror,2014,tt3689908,6.3,586,JP
Assassination,movie,"Action, Drama, Thriller",2015,tt3501416,7.2,8131,JP
"Now You See Me 2",movie,"Action, Adventure, Comedy",2016,tt3110958,6.4,328903,JP
Zeroville,movie,"Comedy, Drama, Mystery",2019,tt1881109,4.6,3678,US
"The Bye Bye Man",movie,"Drama, Fantasy, Horror",2017,tt4030600,4.3,26572,JP
"Detective Story",movie,"Crime, Drama, Mystery",1983,tt0217080,6.3,228,JP
"One Third",movie,"Crime, Drama",2014,tt2727322,6.3,241,JP
"Thomas & Friends: Tale of the Brave",movie,"Adventure, Animation, Comedy",2014,tt3282174,6.3,347,JP
"Kong: Skull Island",movie,"Action, Adventure, Fantasy",2017,tt3731562,6.7,356701,JP
"Inside Men",movie,"Action, Crime, Drama",2015,tt3779028,7,4261,JP
"The Disappointments Room",movie,"Drama, Horror, Thriller",2016,tt2364897,3.9,10849,JP
"Samayô kemono",movie,Drama,2013,tt2498024,6.7,19,JP
Kidnap,movie,"Action, Crime, Thriller",2017,tt1458169,5.9,39709,JP
"Otoko wa tsurai yo: Torajiro gambare!",movie,Comedy,1977,tt0076509,6.6,93,JP
"Maze Runner: The Scorch Trials",movie,"Action, Adventure, Sci-Fi",2015,tt4046784,6.3,285040,JP
"What Is Your Name?",movie,"Drama, Romance",1953,tt1954577,6.9,50,JP
"Tokyo Refugees",movie,Drama,2014,tt2638140,6.5,109,JP
"Pale Moon",movie,Drama,2014,tt3560492,6.9,967,JP
"Son of a Gun",movie,"Action, Crime, Drama",2014,tt2452200,6.4,29942,JP
Misfire,movie,Action,2014,tt3207160,3.1,834,JP
"Bone Tomahawk",movie,"Drama, Horror, Western",2015,tt2494362,7.1,125463,US
"The Taking of Tiger Mountain",movie,"Action, Adventure, History",2014,tt3950078,6.4,3403,JP
"The Boss Baby",movie,"Adventure, Animation, Comedy",2017,tt3874544,6.3,145377,JP
"Everybody Wants Some!!",movie,Comedy,2016,tt2937696,6.9,61353,JP
Iris,movie,"Biography, Documentary, History",2014,tt4157220,7.1,4649,JP
"Five Minutes to Tomorrow",movie,"Drama, Romance",2014,tt3793116,5.8,160,JP
Burnt,movie,"Comedy, Drama",2015,tt2503944,6.6,135306,JP
"Princess Jellyfish",movie,"Comedy, Romance",2014,tt3673764,6.2,407,JP
"The Devil Conspiracy",movie,"Horror, Sci-Fi, Thriller",2022,tt9663168,4.5,3745,US
"Deepwater Horizon",movie,"Action, Drama, History",2016,tt1860357,7.1,186762,JP
